B_COUNTRY_ALPHA,A_YEAR,G_TOWNSIZE,H_URBRURAL,Q51,Q53,Q55,County Name,World Region
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,2,4,2,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,2,3,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,3,1,2,2,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,1,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,2,Andorra,Europe
AND,2018,4,1,4,3,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,1,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,3,Andorra,Europe
AND,2018,3,1,2,2,1,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,1,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,2,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,3,2,Andorra,Europe
AND,2018,4,1,3,4,3,Andorra,Europe
AND,2018,1,2,4,3,4,Andorra,Europe
AND,2018,5,1,3,3,4,Andorra,Europe
AND,2018,5,1,3,4,3,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,1,2,2,4,4,Andorra,Europe
AND,2018,1,2,4,3,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,3,3,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,,,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,2,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,1,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,2,4,3,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,3,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,4,Andorra,Europe
AND,2018,3,1,3,3,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,3,4,Andorra,Europe
AND,2018,5,1,2,3,2,Andorra,Europe
AND,2018,4,1,3,3,3,Andorra,Europe
AND,2018,4,1,4,3,,Andorra,Europe
AND,2018,4,1,3,2,3,Andorra,Europe
AND,2018,3,1,3,3,3,Andorra,Europe
AND,2018,4,1,3,3,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,3,Andorra,Europe
AND,2018,4,1,4,3,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,3,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,3,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,2,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,2,2,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,1,1,4,Andorra,Europe
AND,2018,3,1,1,,,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,3,4,Andorra,Europe
AND,2018,3,1,3,2,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,3,2,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,3,4,Andorra,Europe
AND,2018,2,1,2,2,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,2,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,4,1,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,1,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,3,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,2,4,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,2,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,2,3,Andorra,Europe
AND,2018,5,1,4,3,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,2,2,3,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,3,2,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,3,4,Andorra,Europe
AND,2018,4,1,4,1,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,2,2,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,3,4,Andorra,Europe
AND,2018,3,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,3,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,3,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,3,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,3,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,2,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,2,Andorra,Europe
AND,2018,3,1,3,4,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,3,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,3,3,3,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,1,2,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,3,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,3,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,2,4,2,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,3,1,3,3,3,Andorra,Europe
AND,2018,4,1,3,4,4,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,3,1,1,2,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,3,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,5,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,2,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,4,1,4,4,4,Andorra,Europe
AND,2018,3,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,,Andorra,Europe
AND,2018,2,1,3,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,2,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,2,2,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,2,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
AND,2018,2,1,4,4,4,Andorra,Europe
